,Statement,Emotion
541," Of course not , we'd be happy if you could come.What time will you be able to come ? ",joy
542,Oh my God!,surprise
543," Yes , I know . I regret it very much . ",sadness
544,"Shh. He did it. He told her off, and not just about the kiss, about everything.",neutral
545, Great . My face will turn even redder ! ,joy
546, I said sunny side up ! How many times do I have to tell you . ,anger
547,"Oh, and uh, the fabric softener?",neutral
548,Maybe I could be a waiter. Could I use the phone?,neutral
549, Really ? My name is Gretchen Hammer . What is your name ? ,surprise
550,"Listen, I gotta tell ya, I-I’m having a great time!",joy
551,Oh man!,joy
552, Thank you for your purchase . ,joy
553, That sounds really tasty . ,joy
554,Seven years.,sadness
555,"Hey Chandler, you can’t keep your hands off her for one second!",anger
556, Whew ! That sounds more like my price range . I'll take two liangs . ,joy
557," Happy birthday , Peter , and many happy returns of the day . Here's a present for you . ",joy
558, Cool ! It must be amazing to work at a bar ! ,joy
559,Guess what ? I won the speech contest at my school . ,joy
560,I am sorry I am so late to work . ,joy
561, I'm glad you saw the reason . ,joy
562, Sure . But the work you did was really exceptional ! You definitely deserved it ! ,joy
563,"Wow, it is easy.  Now, I can have milk everyday.",surprise
564, I've been having a hard time sleeping lately . ,sadness
565," It's really frustrating , isn't it ? I have the same problem . I would feel a lot better if the currency was a little more stable . With the way the dollar plummeting lately , my securities have gone up in smoke . ",anger
566,"I’m a professor here uh, Ross…Geller.",neutral
567," No , it's right here , see ? The ATM will not accept it ! ",surprise
568,What kind of problem?,surprise
569,He paints quite a picture doesn't he?,neutral
570,Hi.,neutral
571, What a bone head ! Be careful next time . ,surprise
572," Sure , what time will you like to depart ? ",joy
573," Look , maybe I shouldn't tell you this , but I'v going over to WebTracker , too . ",joy
574, I would love to . ,joy
575," Thank you , same to you ! Lee , have you got any plans ? ",joy
576, Can you believe that he actually won ? ,surprise
577," Good start . You knocked eight pins down . But you are left with a 7,10 split . Unless you can bowl a UFO-ball on this bowl , it is going to be impossible . ",joy
578, Thanks . I think I will try . Where are you going ? ,joy
579," Thanks . Let me see . I think there's a mistake on the bill here . Would you mind checking , please ? ",joy
580, Cool ! The sound is great . These earphones are awesome ! ,joy
581,Oh good!,joy
582," I can ’ t go through with this ! I just can ’ t ! I ’ m not ready for marriage ! What was I thinking ? I ’ m only thirty five years old ! I ’ Ve got my entire life ahead of me , adventures waiting ! I can ’ t settle down yet ! ",fear
583,"Ah! I'm an actor! I can memorize anything! Last week on ""Days""    I had to say ""Frontal temporal zygomatic craniotomy"".",joy
584,He is so cute!,joy
585, Not at all . ,joy
586, It's a clear spirit we drink any time of the day . You will love it ! ,joy
587, I like it a lot but I need to talk with my wife . Can you hold it for me for two days ? ,joy
588,Was your basket on top?,neutral
589, Thanks . ,joy
590, Really ? So what ’ s the news ? ,surprise
591, Thank you . I will . ,joy
592," Yes , the chicken looks wonderful ! ",joy
593,"So umm, tell me Rick, how umm, how did you injure the area.",surprise
594, Wow ! I ’ m very excited about your ceremony . ,joy
595, That's good . ,joy
596,"It’s too complicated with you and Rachel and the baby, I-I just… It just wasn’t meant to be.",sadness
597,"I am sorry , sir . I have broken the reading lamp in my room . ",sadness
598, I love it . I really enjoy creating a meal from various ingredients and watching my friends enjoy it.It gives me a real sense of satisfaction.Do you enjoy cooking ? ,joy
599, That's a good idea . I hear Mary and Sally often go there to play pingpong.Perhaps we can make a foursome with them . ,joy
600,"Well I’m sorry, I thought you said it was okay.",sadness
601," OK , here you are . ",joy
602, You bet . The wrestlers had got sound defences and they simply couldn't make it . ,joy
603, Either way is good for me . ,joy
604, That's the very thing I want . ,joy
605,I don’t know if it’s true.,neutral
606, Come on in . Would you care for a drink ? ,joy
607," That would be perfect . That way , someone will be there , but you will have them right away . ",joy
608, Good boy . ,joy
609, Thank you . ,joy
610,What?,neutral
611,"Come on, please?! I’m boredddd! You let me do it once before.",neutral
612, You ought to have worked harder then you wouldn ’ t have failed your exams . You have to take a job and study . ,anger
613,"I'll be right there, Bernice.",neutral
614,No-no!,surprise
615,I know I ’ m going to bite the dust going down this hill . I almost got killed on the chair lift ! This is going to be so embarrassing . ,anger
616,"Oh my god, are you kidding?",surprise
617,I thought you were showing me how much you mean to me.,surprise
618,Not you guys.,neutral
619,Hey!,joy
620," Sure , that sounds great . Where are your appetizers listed ? ",joy
621, Listen to some music ? And who ’ ll cook dinner ? Will you ? ,anger
622,"Hey, when I’m in a play and you’re in the audience, I don’t talk to you, right?",neutral
623," Don't be so shy , Lucy . ",joy
624,What is the matter with your face?!,surprise
625," OK . Wait for a moment , please . ",joy
626, That's very kind of you . ,joy
627, Recliner ? In my beautifully decorated living room ? I don ’ t think so ! ,surprise
628, that's a good idea . I'll call them now . Thanks for your help ! ,joy
629," Not from this brand , I'm afraid . ",sadness
630, Are you kidding ? I just feel tired right now . ,surprise
631, Thank you very much . ,joy
632, That's a wonderful way to celebrate this grand old library ! ,joy
633," Yes , that's perfect . I'll take it . ",joy
634, You must be joking . Those two ? ,surprise
635,"Man, we gotta do something about that guy.",disgust
636,"The Celtics? Ha. They couldn't hit a boat if...wait. They suck, alright?",disgust
637," This sounds better every second . Now , when can I use the stations ? ",joy
638,"I don’t know.  I can’t tell, what ever it was went back in too quickly.",neutral
639,"You invite my brother, you invite my whole family, and not me?!",anger
640,"Fine, but I’ll have you know that once I taught him that stuff he called me Fun Aunt Rachel.",anger
641, I like this style . But do you have any other colors ? I feel that this color doesn't suit his complexion . ,joy
642,I mean sex does not have to be a big deal!,anger
643,That sounds fair.,neutral
644, So let's go and catch earth worms ! ,joy
645,"‘Cause I ran into him at the bank, he is still soo cute.",joy
646," Yes , It's only eight forty . Thanks so much ! ",joy
647,"Oh, I found him. He was Paolo's cat.",neutral
648, I'm doing really well . I got married about three years ago . I have two kids now . ,joy
649, True ? The food is terrible . ,disgust
650,It was an amazing night.,joy
651," Don ’ t worry about them . They ’ re very responsible . Besides , there are many people there and there ’ s lifeguard employed by the hotel . Waiter ! Could I have another drink pleas ? Thank you . So , what shall we do this evening ? ",joy
652,No.,neutral
653, Shall we keep pur friendship ? ,sadness
654," Me ? No way , keep him away from me , please . ",anger
655,"Merry Christmas , Lily . ",joy
656,"Hey. Ooh, look at you, dressy-dress.",surprise
657, Are you kidding ? ,surprise
658, I'm glad you liked it . Are you ready for dessert ? ,joy
659,"Oh, come on!",sadness
660,Oh. What do you do?,surprise
661,"Yeah, that’s our baby.",joy
662,Like the guy on the other side of you was Smelly von Brownshirt.,neutral
663,"no, um, I'm sorry, don't tell me, I don't think either answer would make me feel better.",sadness
664,Oh! Something smells good over at Monica’s station!  Oh my God! This is absolutely amazing! You’ve never made this before?,surprise
665,"But I’m going to give you the benefit of the doubt, because it seems the universe really wants to be together.",neutral
666,"I’m good except umm, you still owe me a dance.",neutral
667,"Oh, I would love to!",joy
668,"Oh, you bet I am!",joy
669,"Honey, what’s the matter?",neutral
670, Thank you very much . ,joy
671,"So, Ross and I are going to",neutral
672,Is it better than the other salmon mousse?,neutral
673,"Hey, don't look at me. This is Ross's thing.",neutral
674," This isn't like you ... Well , I hope you will have a nice flight and a successful start in business . ",joy
675,Y’know what?,neutral
676,Oh y’know what?,neutral
677,I wanted a big wheel.,neutral
678," Well , I ’ Ve been working so hard lately , so I ’ ll probably just take it easy . ",joy
679,"Okay, buddy-boy. Here it is. You hide my clothes, I'm wearing everything you own.",neutral
680," Oh , Babe , I can ’ t wait to spend the rest of my life with you ! I can ’ t wait for all the adventures we ’ re going to have , for all the fights and the laughter . I can ’ t wait to grow old and wrinkly with you . ",joy
681,"Yeah, I can say that I have a conference and you can say you have a chef thing.",neutral
682," Yes , it is nice , but wait until you see the interior . ",joy
683,"No-no, I heard what you said, funny.",neutral
684,I know. Use it.,disgust
685,"Oh, come on! I don’t care! Come on! Whose is it?",joy
686,"Look, Rachel, if you go, you’re just gonna mess with his head and ruin his wedding!",anger
687,"The Empty Vase is not about you. My baby, you make me so sad that you would think this.",sadness
688,You look very professional in the suit . ,joy
